idClass,idSubject,idTeacher,location
13508,716448,5233,TC
13509,716448,5233,C1
13510,716448,5234,D6
13511,716448,5234,B7
13512,716448,5234,D9
13513,716448,5234,D3
13514,716448,5234,D9
13515,716448,5235,B1
13516,716448,5235,D3
13517,716448,5235,C1
13518,716448,5235,D3
13519,716448,5235,B7
13520,133703,5236,C1
13521,133703,5236,B7
13522,133703,5236,C2
13523,133703,5236,B9
13524,133703,5236,D6
13525,133703,5237,D5
13526,133703,5237,D9
13527,133703,5237,D9
13528,133703,5237,B1
13529,133703,5237,D3
13530,133703,5238,D5
13531,133703,5238,D4
13532,133703,5238,D3
13533,133703,5238,D6
13534,133703,5238,D3
13535,133703,5239,D9
13536,133703,5239,D3
13537,133703,5239,B7
13538,133703,5239,D5
13539,133703,5239,B9
13540,133703,5240,D4
13541,133703,5240,TC
13542,133703,5240,D9
13543,133703,5240,D6
13544,133703,5240,D3
13545,133704,5241,D9
13546,133704,5241,D5
13547,133704,5241,D6
13548,133704,5241,B9
13549,133704,5241,D4
13550,133704,5242,D6
13551,133704,5242,C1
13552,133704,5242,B9
13553,133704,5242,C2
13554,133704,5242,D4
13555,133704,5243,D3
13556,133704,5243,C2
13557,133704,5243,D5
13558,133704,5243,D9
13559,133704,5243,C1
13560,133704,5244,TC
13561,133704,5244,D3
13562,133704,5244,B9
13563,133704,5244,D4
13564,133704,5244,TC
13565,133704,5245,B7
13566,133704,5245,D6
13567,133704,5245,B7
13568,133704,5245,D6
13569,133704,5245,D9
13570,133733,5246,D3
13571,133733,5246,D3
13572,133733,5246,D6
13573,133733,5246,D4
13574,133733,5246,D3
13575,133733,5247,C2
13576,133733,5247,B9
13577,133733,5247,D4
13578,133733,5247,D9
13579,133733,5247,D5
13580,133733,5248,D5
13581,133733,5248,B7
13582,133733,5248,C2
13583,133733,5248,C2
13584,133733,5248,B7
13585,133733,5249,B7
13586,133733,5249,D5
13587,133733,5249,D4
13588,133733,5249,D5
13589,133733,5249,B7
13590,133733,5250,C2
13591,133733,5250,C1
13592,133733,5250,TC
13593,133733,5250,D3
13594,133733,5250,TC
13595,716449,5251,D9
13596,716449,5251,D4
13597,716449,5251,D4
13598,716449,5251,D5
13599,716449,5251,B9
13600,716449,5252,TC
13601,716449,5252,TC
13602,716449,5252,D3
13603,716449,5252,D3
13604,716449,5252,D5
13605,716449,5253,B1
13606,716449,5253,C2
13607,716449,5253,B1
13608,716449,5253,TC
13609,716449,5253,B1
13610,716449,5254,B7
13611,716449,5254,TC
13612,716449,5254,D5
13613,716449,5254,D9
13614,716449,5254,D3
13615,716449,5255,D9
13616,716449,5255,B1
13617,716449,5255,C1
13618,716449,5255,D6
13619,716449,5255,B7
13620,716450,5256,D3
13621,716450,5256,TC
13622,716450,5256,TC
13623,716450,5256,C1
13624,716450,5256,C2
13625,716450,5257,D6
13626,716450,5257,B9
13627,716450,5257,D4
13628,716450,5257,C1
13629,716450,5257,D9
13630,716450,5258,TC
13631,716450,5258,D3
13632,716450,5258,C1
13633,716450,5258,D9
13634,716450,5258,C2
13635,716450,5259,B1
13636,716450,5259,D4
13637,716450,5259,D5
13638,716450,5259,B7
13639,716450,5259,C1
13640,716450,5260,D5
13641,716450,5260,D6
13642,716450,5260,D3
13643,716450,5260,TC
13644,716450,5260,B9
13645,131562,5261,D4
13646,131562,5261,D5
13647,131562,5261,D5
13648,131562,5261,D6
13649,131562,5261,D4
13650,131562,5262,B9
13651,131562,5262,B1
13652,131562,5262,D3
13653,131562,5262,C1
13654,131562,5262,D9
13655,131562,5263,D5
13656,131562,5263,B7
13657,131562,5263,TC
13658,131562,5263,D3
13659,131562,5263,D6
13660,131562,5264,C1
13661,131562,5264,B7
13662,131562,5264,D5
13663,131562,5264,D4
13664,131562,5264,TC
13665,131562,5265,C2
13666,131562,5265,B1
13667,131562,5265,B7
13668,131562,5265,C2
13669,131562,5265,B9
13670,716458,5266,TC
13671,716458,5266,TC
13672,716458,5266,TC
13673,716458,5266,D9
13674,716458,5266,C2
13675,716458,5267,B9
13676,716458,5267,TC
13677,716458,5267,D5
13678,716458,5267,D4
13679,716458,5267,D6
13680,716458,5268,D3
13681,716458,5268,D5
13682,716458,5268,C1
13683,716458,5268,B1
13684,716458,5268,B9
13685,716458,5269,B1
13686,716458,5269,C1
13687,716458,5269,D6
13688,716458,5269,C2
13689,716458,5269,C1
13690,716458,5270,B7
13691,716458,5270,B9
13692,716458,5270,C2
13693,716458,5270,TC
13694,716458,5270,B9
13695,716667,5271,C2
13696,716667,5271,C2
13697,716667,5271,D9
13698,716667,5271,D5
13699,716667,5271,D3
13700,716667,5272,C1
13701,716667,5272,TC
13702,716667,5272,D5
13703,716667,5272,D9
13704,716667,5272,D4
13705,716667,5273,TC
13706,716667,5273,D6
13707,716667,5273,TC
13708,716667,5273,B1
13709,716667,5273,D9
13710,716667,5274,D5
13711,716667,5274,TC
13712,716667,5274,D6
13713,716667,5274,D4
13714,716667,5274,D5
13715,716667,5275,D6
13716,716667,5275,B7
13717,716667,5275,D5
13718,716667,5275,D5
13719,716667,5275,D3
13720,133683,5276,B1
13721,133683,5276,D6
13722,133683,5276,B7
13723,133683,5276,TC
13724,133683,5276,TC
13725,133683,5277,D5
13726,133683,5277,C1
13727,133683,5277,D4
13728,133683,5277,TC
13729,133683,5277,C2
13730,133683,5278,TC
13731,133683,5278,B7
13732,133683,5278,B7
13733,133683,5278,D9
13734,133683,5278,B7
13735,133683,5279,B7
13736,133683,5279,C1
13737,133683,5279,TC
13738,133683,5279,D9
13739,133683,5279,D4
13740,133683,5280,C2
13741,133683,5280,B9
13742,133683,5280,D9
13743,133683,5280,C2
13744,133683,5280,TC
13745,133684,5281,B7
13746,133684,5281,B1
13747,133684,5281,D9
13748,133684,5281,D5
13749,133684,5281,B7
13750,133684,5282,B9
13751,133684,5282,TC
13752,133684,5282,D9
13753,133684,5282,B9
13754,133684,5282,TC
13755,133684,5283,D4
13756,133684,5283,D9
13757,133684,5283,D3
13758,133684,5283,C1
13759,133684,5283,B1
13760,133684,5284,D4
13761,133684,5284,B7
13762,133684,5284,TC
13763,133684,5284,D3
13764,133684,5284,D5
13765,133684,5285,C2
13766,133684,5285,TC
13767,133684,5285,D5
13768,133684,5285,TC
13769,133684,5285,B9
13770,716459,5286,B9
13771,716459,5286,D4
13772,716459,5286,D4
13773,716459,5286,B9
13774,716459,5286,D4
13775,716459,5287,D5
13776,716459,5287,B9
13777,716459,5287,D3
13778,716459,5287,C1
13779,716459,5287,D4
13780,716459,5288,B1
13781,716459,5288,D4
13782,716459,5288,B7
13783,716459,5288,D9
13784,716459,5288,D5
13785,716459,5289,B1
13786,716459,5289,D3
13787,716459,5289,D4
13788,716459,5289,D9
13789,716459,5289,B9
13790,716459,5290,B7
13791,716459,5290,D6
13792,716459,5290,D5
13793,716459,5290,D5
13794,716459,5290,TC
13795,716479,5291,B7
13796,716479,5291,B7
13797,716479,5291,D9
13798,716479,5291,C1
13799,716479,5291,B1
13800,716479,5292,D9
13801,716479,5292,B9
13802,716479,5292,D3
13803,716479,5292,B7
13804,716479,5292,B7
13805,716479,5293,D5
13806,716479,5293,D5
13807,716479,5293,D3
13808,716479,5293,D4
13809,716479,5293,D9
13810,716479,5294,D9
13811,716479,5294,B7
13812,716479,5294,D9
13813,716479,5294,B9
13814,716479,5294,B7
13815,716479,5295,B7
13816,716479,5295,B1
13817,716479,5295,B1
13818,716479,5295,D6
13819,716479,5295,D3
13820,716451,5296,D4
13821,716451,5296,B1
13822,716451,5296,B9
13823,716451,5296,TC
13824,716451,5296,B1
13825,716451,5297,D5
13826,716451,5297,C1
13827,716451,5297,D9
13828,716451,5297,D9
13829,716451,5297,D5
13830,716451,5298,TC
13831,716451,5298,C2
13832,716451,5298,B9
13833,716451,5298,B1
13834,716451,5298,B7
13835,716451,5299,C2
13836,716451,5299,D4
13837,716451,5299,D6
13838,716451,5299,D5
13839,716451,5299,C2
13840,716451,5300,C2
13841,716451,5300,D3
13842,716451,5300,B1
13843,716451,5300,D6
13844,716451,5300,B1
13845,716460,5301,TC
13846,716460,5301,D3
13847,716460,5301,B9
13848,716460,5301,C2
13849,716460,5301,B9
13850,716460,5302,D9
13851,716460,5302,B9
13852,716460,5302,TC
13853,716460,5302,B1
13854,716460,5302,TC
13855,716460,5303,B9
13856,716460,5303,C1
13857,716460,5303,D3
13858,716460,5303,D6
13859,716460,5303,TC
13860,716460,5304,D4
13861,716460,5304,D3
13862,716460,5304,B1
13863,716460,5304,C1
13864,716460,5304,D5
13865,716460,5305,C2
13866,716460,5305,C1
13867,716460,5305,D9
13868,716460,5305,D5
13869,716460,5305,B9
13870,716461,5306,D5
13871,716461,5306,D5
13872,716461,5306,C1
13873,716461,5306,D4
13874,716461,5306,D6
13875,716461,5307,B7
13876,716461,5307,C2
13877,716461,5307,D6
13878,716461,5307,D6
13879,716461,5307,B7
13880,716461,5308,D6
13881,716461,5308,D6
13882,716461,5308,D3
13883,716461,5308,B1
13884,716461,5308,D6
13885,716461,5309,D3
13886,716461,5309,B9
13887,716461,5309,C2
13888,716461,5309,C2
13889,716461,5309,B9
13890,716461,5310,B7
13891,716461,5310,C2
13892,716461,5310,D3
13893,716461,5310,D4
13894,716461,5310,TC
13895,716480,5311,D5
13896,716480,5311,D5
13897,716480,5311,B9
13898,716480,5311,C2
13899,716480,5311,B9
13900,716480,5312,C1
13901,716480,5312,B9
13902,716480,5312,C1
13903,716480,5312,B1
13904,716480,5312,TC
13905,716480,5313,D6
13906,716480,5313,D9
13907,716480,5313,D3
13908,716480,5313,D9
13909,716480,5313,D9
13910,716480,5314,D6
13911,716480,5314,D9
13912,716480,5314,TC
13913,716480,5314,TC
13914,716480,5314,TC
13915,716480,5315,D9
13916,716480,5315,D3
13917,716480,5315,B7
13918,716480,5315,C1
13919,716480,5315,C2
13920,716452,5316,D3
13921,716452,5316,TC
13922,716452,5316,TC
13923,716452,5316,TC
13924,716452,5316,B9
13925,716452,5317,B1
13926,716452,5317,D3
13927,716452,5317,C2
13928,716452,5317,D6
13929,716452,5317,B1
13930,716452,5318,D9
13931,716452,5318,TC
13932,716452,5318,B1
13933,716452,5318,TC
13934,716452,5318,D5
13935,716452,5319,TC
13936,716452,5319,D6
13937,716452,5319,D5
13938,716452,5319,D4
13939,716452,5319,C1
13940,716452,5320,C1
13941,716452,5320,D3
13942,716452,5320,B7
13943,716452,5320,D5
13944,716452,5320,B7
13945,716462,5321,D3
13946,716462,5321,B1
13947,716462,5321,B9
13948,716462,5321,D5
13949,716462,5321,D4
13950,716462,5322,D4
13951,716462,5322,D3
13952,716462,5322,D4
13953,716462,5322,B7
13954,716462,5322,B9
13955,716462,5323,B7
13956,716462,5323,D3
13957,716462,5323,D9
13958,716462,5323,B1
13959,716462,5323,D9
13960,716462,5324,D4
13961,716462,5324,TC
13962,716462,5324,D4
13963,716462,5324,D6
13964,716462,5324,D3
13965,716462,5325,D3
13966,716462,5325,B9
13967,716462,5325,C2
13968,716462,5325,B1
13969,716462,5325,D6
13970,716463,5326,TC
13971,716463,5326,C1
13972,716463,5326,D4
13973,716463,5326,B7
13974,716463,5326,TC
13975,716463,5327,B9
13976,716463,5327,D4
13977,716463,5327,D4
13978,716463,5327,D3
13979,716463,5327,D9
13980,716463,5328,C2
13981,716463,5328,D9
13982,716463,5328,B7
13983,716463,5328,C1
13984,716463,5328,B9
13985,716463,5329,B1
13986,716463,5329,D6
13987,716463,5329,D5
13988,716463,5329,B1
13989,716463,5329,TC
13990,716463,5330,D6
13991,716463,5330,B1
13992,716463,5330,B7
13993,716463,5330,D3
13994,716463,5330,C1
13995,716464,5331,D4
13996,716464,5331,D9
13997,716464,5331,D9
13998,716464,5331,B9
13999,716464,5331,B7
14000,716464,5332,C1
14001,716464,5332,B9
14002,716464,5332,TC
14003,716464,5332,B9
14004,716464,5332,B7
14005,716464,5333,B9
14006,716464,5333,D5
14007,716464,5333,TC
14008,716464,5333,B1
14009,716464,5333,B7
14010,716464,5334,D9
14011,716464,5334,C2
14012,716464,5334,D3
14013,716464,5334,B1
14014,716464,5334,D5
14015,716464,5335,B1
14016,716464,5335,C2
14017,716464,5335,B1
14018,716464,5335,B1
14019,716464,5335,B9
14020,133726,5336,D5
14021,133726,5336,C2
14022,133726,5336,D4
14023,133726,5336,C2
14024,133726,5336,D5
14025,133726,5337,D4
14026,133726,5337,D3
14027,133726,5337,TC
14028,133726,5337,D6
14029,133726,5337,B9
14030,133726,5338,B7
14031,133726,5338,D3
14032,133726,5338,D9
14033,133726,5338,C1
14034,133726,5338,D4
14035,133726,5339,B9
14036,133726,5339,B9
14037,133726,5339,B9
14038,133726,5339,D4
14039,133726,5339,D6
14040,133726,5340,C1
14041,133726,5340,D5
14042,133726,5340,D6
14043,133726,5340,D4
14044,133726,5340,B1
14045,133727,5341,B1
14046,133727,5341,D5
14047,133727,5341,D3
14048,133727,5341,D5
14049,133727,5341,TC
14050,133727,5342,C1
14051,133727,5342,B1
14052,133727,5342,B7
14053,133727,5342,D4
14054,133727,5342,D4
14055,133727,5343,C1
14056,133727,5343,D9
14057,133727,5343,D5
14058,133727,5343,B9
14059,133727,5343,D5
14060,133727,5344,D6
14061,133727,5344,B1
14062,133727,5344,B7
14063,133727,5344,D6
14064,133727,5344,TC
14065,133727,5345,B7
14066,133727,5345,D5
14067,133727,5345,D5
14068,133727,5345,D3
14069,133727,5345,B9
14070,133728,5346,B7
14071,133728,5346,TC
14072,133728,5346,D4
14073,133728,5346,D5
14074,133728,5346,D4
14075,133728,5347,B1
14076,133728,5347,D9
14077,133728,5347,TC
14078,133728,5347,B1
14079,133728,5347,B7
14080,133728,5348,D9
14081,133728,5348,C1
14082,133728,5348,D6
14083,133728,5348,D9
14084,133728,5348,B1
14085,133728,5349,B1
14086,133728,5349,C2
14087,133728,5349,D3
14088,133728,5349,D3
14089,133728,5349,C1
14090,133728,5350,D6
14091,133728,5350,D9
14092,133728,5350,B9
14093,133728,5350,B9
14094,133728,5350,D9
14095,133721,5351,B1
14096,133721,5351,TC
14097,133721,5351,D6
14098,133721,5351,D3
14099,133721,5351,C1
14100,133721,5352,B1
14101,133721,5352,D6
14102,133721,5352,D6
14103,133721,5352,D3
14104,133721,5352,D6
14105,133721,5353,B9
14106,133721,5353,D9
14107,133721,5353,C1
14108,133721,5353,TC
14109,133721,5353,C1
14110,133721,5354,B1
14111,133721,5354,B1
14112,133721,5354,D4
14113,133721,5354,B7
14114,133721,5354,D6
14115,133721,5355,B7
14116,133721,5355,D6
14117,133721,5355,B9
14118,133721,5355,D6
14119,133721,5355,D4
14120,133724,5356,B1
14121,133724,5356,D4
14122,133724,5356,B1
14123,133724,5356,B7
14124,133724,5356,D9
14125,133724,5357,D3
14126,133724,5357,B9
14127,133724,5357,D3
14128,133724,5357,B1
14129,133724,5357,C1
14130,133724,5358,C2
14131,133724,5358,D4
14132,133724,5358,D5
14133,133724,5358,C2
14134,133724,5358,B1
14135,133724,5359,D4
14136,133724,5359,B9
14137,133724,5359,D3
14138,133724,5359,B9
14139,133724,5359,B9
14140,133724,5360,D6
14141,133724,5360,B9
14142,133724,5360,C2
14143,133724,5360,TC
14144,133724,5360,D3
14145,133723,5361,D6
14146,133723,5361,D9
14147,133723,5361,D6
14148,133723,5361,D4
14149,133723,5361,D3
14150,133723,5362,D4
14151,133723,5362,B7
14152,133723,5362,C1
14153,133723,5362,C2
14154,133723,5362,B9
14155,133723,5363,B9
14156,133723,5363,D6
14157,133723,5363,D9
14158,133723,5363,B7
14159,133723,5363,D5
14160,133723,5364,TC
14161,133723,5364,C2
14162,133723,5364,D6
14163,133723,5364,D5
14164,133723,5364,B7
14165,133723,5365,D3
14166,133723,5365,D4
14167,133723,5365,B7
14168,133723,5365,TC
14169,133723,5365,D5
14170,716465,5366,D9
14171,716465,5366,D9
14172,716465,5366,D4
14173,716465,5366,B7
14174,716465,5366,D9
14175,716465,5367,TC
14176,716465,5367,B1
14177,716465,5367,C2
14178,716465,5367,D6
14179,716465,5367,B7
14180,716465,5368,B1
14181,716465,5368,B1
14182,716465,5368,B9
14183,716465,5368,B1
14184,716465,5368,C1
14185,716465,5369,D6
14186,716465,5369,C2
14187,716465,5369,B1
14188,716465,5369,D3
14189,716465,5369,D6
14190,716465,5370,B1
14191,716465,5370,D5
14192,716465,5370,B7
14193,716465,5370,D9
14194,716465,5370,TC
14195,133730,5371,C2
14196,133730,5371,B9
14197,133730,5371,TC
14198,133730,5371,D4
14199,133730,5371,B1
14200,133730,5372,C1
14201,133730,5372,B7
14202,133730,5372,B7
14203,133730,5372,D3
14204,133730,5372,C2
14205,133730,5373,D9
14206,133730,5373,D9
14207,133730,5373,D4
14208,133730,5373,D3
14209,133730,5373,D9
14210,133730,5374,B7
14211,133730,5374,D6
14212,133730,5374,TC
14213,133730,5374,B1
14214,133730,5374,TC
14215,133730,5375,B9
14216,133730,5375,B7
14217,133730,5375,D5
14218,133730,5375,D4
14219,133730,5375,D3
14220,133714,5376,B9
14221,133714,5376,D6
14222,133714,5376,B7
14223,133714,5376,D6
14224,133714,5376,B9
14225,133714,5377,D4
14226,133714,5377,D4
14227,133714,5377,C1
14228,133714,5377,B9
14229,133714,5377,D6
14230,133714,5378,D3
14231,133714,5378,B9
14232,133714,5378,TC
14233,133714,5378,B1
14234,133714,5378,B9
14235,133714,5379,C2
14236,133714,5379,B7
14237,133714,5379,D6
14238,133714,5379,D4
14239,133714,5379,C2
14240,133714,5380,B9
14241,133714,5380,B9
14242,133714,5380,B7
14243,133714,5380,D6
14244,133714,5380,TC
14245,133731,5381,C2
14246,133731,5381,D3
14247,133731,5381,C1
14248,133731,5381,B1
14249,133731,5381,B9
14250,133731,5382,C2
14251,133731,5382,D9
14252,133731,5382,B1
14253,133731,5382,B7
14254,133731,5382,C1
14255,133731,5383,TC
14256,133731,5383,C1
14257,133731,5383,B1
14258,133731,5383,D3
14259,133731,5383,C2
14260,133731,5384,TC
14261,133731,5384,B7
14262,133731,5384,TC
14263,133731,5384,D9
14264,133731,5384,C2
14265,133731,5385,D6
14266,133731,5385,D9
14267,133731,5385,B1
14268,133731,5385,C1
14269,133731,5385,D9
14270,133732,5386,D9
14271,133732,5386,B9
14272,133732,5386,D5
14273,133732,5386,C1
14274,133732,5386,D4
14275,133732,5387,D5
14276,133732,5387,D6
14277,133732,5387,TC
14278,133732,5387,C1
14279,133732,5387,B1
14280,133732,5388,D9
14281,133732,5388,C1
14282,133732,5388,D3
14283,133732,5388,C1
14284,133732,5388,D9
14285,133732,5389,D6
14286,133732,5389,D6
14287,133732,5389,D3
14288,133732,5389,B1
14289,133732,5389,B7
14290,133732,5390,D3
14291,133732,5390,B1
14292,133732,5390,C2
14293,133732,5390,D6
14294,133732,5390,D6
14295,716466,5391,TC
14296,716466,5391,D6
14297,716466,5391,D4
14298,716466,5391,D9
14299,716466,5391,D5
14300,716466,5392,D6
14301,716466,5392,D3
14302,716466,5392,B1
14303,716466,5392,C2
14304,716466,5392,B9
14305,716466,5393,TC
14306,716466,5393,D6
14307,716466,5393,B1
14308,716466,5393,B7
14309,716466,5393,TC
14310,716466,5394,C2
14311,716466,5394,D4
14312,716466,5394,B1
14313,716466,5394,C2
14314,716466,5394,B7
14315,716466,5395,B1
14316,716466,5395,D6
14317,716466,5395,B7
14318,716466,5395,TC
14319,716466,5395,D3
14320,133738,5396,D4
14321,133738,5396,B1
14322,133738,5396,B7
14323,133738,5396,D6
14324,133738,5396,D9
14325,133738,5397,D4
14326,133738,5397,D4
14327,133738,5397,TC
14328,133738,5397,C1
14329,133738,5397,D5
14330,133738,5398,D3
14331,133738,5398,D5
14332,133738,5398,C2
14333,133738,5398,D9
14334,133738,5398,D3
14335,133738,5399,B1
14336,133738,5399,C2
14337,133738,5399,D6
14338,133738,5399,C2
14339,133738,5399,D3
14340,133738,5400,B9
14341,133738,5400,C2
14342,133738,5400,D4
14343,133738,5400,D6
14344,133738,5400,D3
14345,133736,5401,B7
14346,133736,5401,D6
14347,133736,5401,D3
14348,133736,5401,B9
14349,133736,5401,D9
14350,133736,5402,C1
14351,133736,5402,C1
14352,133736,5402,D5
14353,133736,5402,D4
14354,133736,5402,B9
14355,133736,5403,TC
14356,133736,5403,D4
14357,133736,5403,C1
14358,133736,5403,D6
14359,133736,5403,D5
14360,133736,5404,B1
14361,133736,5404,B1
14362,133736,5404,B1
14363,133736,5404,B1
14364,133736,5404,B9
14365,133736,5405,C1
14366,133736,5405,B7
14367,133736,5405,B9
14368,133736,5405,B7
14369,133736,5405,C1
14370,133734,5406,C2
14371,133734,5406,B1
14372,133734,5406,D5
14373,133734,5406,B7
14374,133734,5406,D4
14375,133734,5407,D9
14376,133734,5407,B1
14377,133734,5407,C2
14378,133734,5407,C1
14379,133734,5407,B1
14380,133734,5408,D6
14381,133734,5408,C1
14382,133734,5408,B7
14383,133734,5408,B1
14384,133734,5408,D6
14385,133734,5409,B7
14386,133734,5409,D5
14387,133734,5409,C1
14388,133734,5409,C2
14389,133734,5409,D6
14390,133734,5410,B7
14391,133734,5410,D9
14392,133734,5410,D9
14393,133734,5410,C1
14394,133734,5410,D6
14395,133735,5411,B7
14396,133735,5411,TC
14397,133735,5411,D3
14398,133735,5411,D3
14399,133735,5411,TC
14400,133735,5412,C1
14401,133735,5412,B1
14402,133735,5412,C2
14403,133735,5412,D6
14404,133735,5412,B9
14405,133735,5413,C1
14406,133735,5413,D4
14407,133735,5413,D4
14408,133735,5413,TC
14409,133735,5413,D4
14410,133735,5414,D9
14411,133735,5414,C1
14412,133735,5414,B7
14413,133735,5414,TC
14414,133735,5414,D5
14415,133735,5415,B1
14416,133735,5415,B9
14417,133735,5415,B9
14418,133735,5415,B7
14419,133735,5415,D9
14420,133737,5416,B9
14421,133737,5416,B9
14422,133737,5416,D6
14423,133737,5416,TC
14424,133737,5416,D6
14425,133737,5417,TC
14426,133737,5417,B7
14427,133737,5417,B1
14428,133737,5417,TC
14429,133737,5417,D9
14430,133737,5418,D9
14431,133737,5418,TC
14432,133737,5418,D9
14433,133737,5418,TC
14434,133737,5418,D4
14435,133737,5419,TC
14436,133737,5419,C1
14437,133737,5419,B1
14438,133737,5419,C2
14439,133737,5419,D9
14440,133737,5420,B1
14441,133737,5420,B7
14442,133737,5420,B7
14443,133737,5420,D5
14444,133737,5420,B1
14445,133709,5421,C1
14446,133709,5421,B7
14447,133709,5421,B9
14448,133709,5421,D6
14449,133709,5421,TC
14450,133709,5422,C1
14451,133709,5422,B9
14452,133709,5422,D5
14453,133709,5422,C1
14454,133709,5422,D6
14455,133709,5423,C1
14456,133709,5423,B1
14457,133709,5423,D5
14458,133709,5423,D6
14459,133709,5423,D5
14460,133709,5424,D9
14461,133709,5424,B1
14462,133709,5424,TC
14463,133709,5424,D3
14464,133709,5424,D4
14465,133709,5425,D4
14466,133709,5425,D9
14467,133709,5425,D6
14468,133709,5425,TC
14469,133709,5425,C2
14470,716467,5426,D5
14471,716467,5426,B7
14472,716467,5426,D5
14473,716467,5426,D9
14474,716467,5426,B1
14475,716467,5427,D4
14476,716467,5427,D3
14477,716467,5427,D5
14478,716467,5427,D4
14479,716467,5427,D4
14480,716467,5428,C2
14481,716467,5428,D4
14482,716467,5428,B7
14483,716467,5428,D3
14484,716467,5428,B9
14485,716467,5429,D9
14486,716467,5429,B9
14487,716467,5429,B7
14488,716467,5429,D3
14489,716467,5429,C1
14490,716467,5430,C2
14491,716467,5430,B7
14492,716467,5430,D5
14493,716467,5430,TC
14494,716467,5430,B1
14495,719461,5431,D6
14496,719461,5431,D5
14497,719461,5431,D6
14498,719461,5431,D3
14499,719461,5431,B7
14500,719461,5432,D5
14501,719461,5432,D6
14502,719461,5432,D6
14503,719461,5432,D5
14504,719461,5432,D6
14505,719461,5433,D3
14506,719461,5433,D4
14507,719461,5433,B9
14508,719461,5433,C2
14509,719461,5433,B1
14510,719461,5434,C1
14511,719461,5434,C1
14512,719461,5434,D9
14513,719461,5434,D3
14514,719461,5434,TC
14515,719461,5435,D9
14516,719461,5435,TC
14517,719461,5435,C1
14518,719461,5435,D3
14519,719461,5435,C2
14520,719462,5436,B1
14521,719462,5436,C2
14522,719462,5436,D3
14523,719462,5436,B7
14524,719462,5436,D3
14525,719462,5437,D5
14526,719462,5437,B9
14527,719462,5437,D3
14528,719462,5437,B1
14529,719462,5437,B9
14530,719462,5438,B7
14531,719462,5438,D9
14532,719462,5438,C1
14533,719462,5438,D6
14534,719462,5438,B7
14535,719462,5439,D5
14536,719462,5439,B9
14537,719462,5439,TC
14538,719462,5439,D5
14539,719462,5439,C1
14540,719462,5440,C2
14541,719462,5440,B7
14542,719462,5440,B7
14543,719462,5440,B7
14544,719462,5440,D3
14545,133729,5441,D5
14546,133729,5441,D3
14547,133729,5441,C2
14548,133729,5441,C2
14549,133729,5441,D9
14550,133729,5442,D5
14551,133729,5442,TC
14552,133729,5442,C2
14553,133729,5442,B7
14554,133729,5442,TC
14555,133729,5443,C2
14556,133729,5443,C1
14557,133729,5443,D4
14558,133729,5443,B7
14559,133729,5443,D9
14560,133729,5444,TC
14561,133729,5444,B1
14562,133729,5444,B1
14563,133729,5444,D3
14564,133729,5444,D9
14565,133729,5445,B7
14566,133729,5445,D4
14567,133729,5445,D5
14568,133729,5445,D6
14569,133729,5445,B7
14570,133712,5446,B1
14571,133712,5446,C1
14572,133712,5446,D4
14573,133712,5446,D4
14574,133712,5446,D5
14575,133712,5447,B1
14576,133712,5447,D6
14577,133712,5447,B7
14578,133712,5447,D3
14579,133712,5447,D3
14580,133712,5448,D6
14581,133712,5448,C2
14582,133712,5448,B1
14583,133712,5448,B7
14584,133712,5448,C1
14585,133712,5449,D5
14586,133712,5449,B1
14587,133712,5449,B9
14588,133712,5449,C1
14589,133712,5449,D5
14590,133712,5450,D9
14591,133712,5450,C2
14592,133712,5450,B1
14593,133712,5450,C2
14594,133712,5450,C1
14595,133716,5451,C2
14596,133716,5451,C2
14597,133716,5451,C1
14598,133716,5451,D9
14599,133716,5451,D6
14600,133716,5452,TC
14601,133716,5452,B9
14602,133716,5452,B1
14603,133716,5452,B7
14604,133716,5452,C1
14605,133716,5453,D5
14606,133716,5453,D5
14607,133716,5453,D3
14608,133716,5453,D9
14609,133716,5453,B7
14610,133716,5454,D4
14611,133716,5454,D6
14612,133716,5454,B9
14613,133716,5454,C1
14614,133716,5454,D5
14615,133716,5455,B1
14616,133716,5455,D9
14617,133716,5455,TC
14618,133716,5455,D4
14619,133716,5455,D3
14620,133717,5456,B7
14621,133717,5456,B7
14622,133717,5456,C1
14623,133717,5456,B9
14624,133717,5456,C2
14625,133717,5457,B7
14626,133717,5457,B7
14627,133717,5457,D9
14628,133717,5457,D5
14629,133717,5457,D5
14630,133717,5458,D9
14631,133717,5458,B7
14632,133717,5458,B9
14633,133717,5458,D3
14634,133717,5458,B7
14635,133717,5459,D5
14636,133717,5459,TC
14637,133717,5459,B9
14638,133717,5459,D4
14639,133717,5459,D5
14640,133717,5460,D5
14641,133717,5460,C2
14642,133717,5460,D4
14643,133717,5460,C2
14644,133717,5460,D5
14645,133718,5461,D9
14646,133718,5461,B9
14647,133718,5461,C1
14648,133718,5461,B9
14649,133718,5461,D4
14650,133718,5462,B9
14651,133718,5462,D5
14652,133718,5462,B7
14653,133718,5462,TC
14654,133718,5462,D9
14655,133718,5463,D3
14656,133718,5463,D5
14657,133718,5463,D4
14658,133718,5463,D6
14659,133718,5463,TC
14660,133718,5464,D6
14661,133718,5464,C2
14662,133718,5464,D4
14663,133718,5464,C2
14664,133718,5464,D4
14665,133718,5465,C1
14666,133718,5465,B1
14667,133718,5465,B1
14668,133718,5465,D6
14669,133718,5465,B9
14670,716468,5466,D5
14671,716468,5466,C2
14672,716468,5466,D4
