idStudent,idClass,score
197887,13274,0.97
197888,13274,6.46
197889,13274,6.71
197890,13274,5.7
197891,13274,0.04
197892,13274,7.37
197893,13274,8.17
197894,13274,0.36
197895,13274,9.11
197896,13274,7.48
197897,13274,2.39
197898,13274,4.38
197899,13274,0.41
197900,13275,3.02
197901,13275,1.53
197902,13275,7.57
197903,13275,8.34
197904,13275,0.69
197905,13275,7.12
197906,13275,0.01
197907,13275,2.54
197908,13275,2.84
197909,13275,1.67
197910,13275,6.57
197911,13275,0.87
197912,13275,1.1
197913,13275,8.42
197914,13275,1.13
197915,13275,2.66
197916,13275,2.88
197917,13275,8.81
197918,13275,6.82
197919,13275,4.03
197920,13275,9.12
197921,13275,4.63
197922,13275,1.81
197923,13275,3.84
197924,13275,2.52
197925,13275,0.07
197926,13275,5.67
197927,13275,6.04
197928,13275,0.81
197929,13275,5.56
197930,13276,4.69
197931,13276,4.88
197932,13276,7.32
197933,13276,5.32
197934,13276,3.64
197935,13276,5.47
197936,13276,3.74
197937,13276,5.9
197938,13276,4.99
197939,13276,0.05
197940,13276,9.49
197941,13276,4.94
197942,13276,3.26
197943,13276,3.2
197944,13276,1.52
197945,13276,0.31
197946,13276,8.88
197947,13276,5.66
197948,13276,9.49
197949,13276,6.44
197950,13276,8.53
197951,13276,9.93
197952,13276,4.57
197953,13276,2.24
197954,13276,5.23
197955,13276,8.96
197956,13276,5.17
197957,13276,0.38
197958,13276,9.42
197959,13276,7.62
197960,13277,6.07
197961,13277,8.0
197962,13277,7.31
197963,13277,2.91
197964,13277,2.82
197965,13277,4.23
197966,13277,4.66
197967,13277,8.4
197968,13277,7.74
197969,13277,6.56
197970,13277,2.57
197971,13277,6.32
197972,13277,3.22
197973,13277,8.08
197974,13277,2.2
197975,13277,7.9
197976,13277,6.7
197977,13277,9.73
197978,13277,9.44
197979,13277,6.68
197980,13277,0.89
197981,13277,5.15
197982,13277,5.73
197983,13277,8.39
197984,13277,3.18
197985,13277,2.74
197986,13277,2.93
197987,13277,3.95
197988,13277,6.99
197989,13277,7.03
197990,13278,1.93
197991,13278,0.11
197992,13278,1.41
197993,13278,3.18
197994,13278,9.13
197995,13278,8.53
197996,13278,7.11
197997,13278,5.93
197998,13278,2.99
197999,13278,6.69
198000,13278,6.78
198001,13278,1.33
198002,13278,1.27
198003,13278,8.61
198004,13278,3.76
198005,13278,9.54
198006,13278,5.54
198007,13278,4.55
198008,13278,8.13
198009,13278,1.4
198010,13278,4.04
198011,13278,9.76
198012,13278,5.43
198013,13278,0.45
198014,13278,3.02
198015,13278,3.46
198016,13278,6.59
198017,13278,2.24
198018,13278,1.26
198019,13278,4.24
198020,13279,3.07
198021,13279,5.82
198022,13279,5.91
198023,13279,3.69
198024,13279,7.01
198025,13279,5.64
198026,13279,7.34
198027,13279,1.24
198028,13279,1.63
198029,13279,6.26
198030,13279,2.72
198031,13279,9.56
198032,13279,4.92
198033,13279,2.79
198034,13279,4.61
198035,13279,8.76
198036,13279,5.53
198037,13279,2.86
198038,13279,4.64
198039,13279,8.39
198040,13279,9.76
198041,13279,2.89
198042,13279,5.56
198043,13279,0.59
198044,13279,9.51
198045,13279,1.68
198046,13279,2.69
198047,13279,1.18
198048,13279,1.12
198049,13279,2.5
198050,13280,8.64
198051,13280,0.61
198052,13280,7.65
198053,13280,3.54
198054,13280,8.66
198055,13280,4.25
198056,13280,6.74
198057,13280,6.53
198058,13280,5.78
198059,13280,1.9
198060,13280,4.59
198061,13280,1.16
198062,13280,6.67
198063,13280,1.11
198064,13280,0.26
198065,13280,9.44
198066,13280,4.9
198067,13280,8.06
198068,13280,4.1
198069,13280,6.29
198070,13280,4.25
198071,13280,8.1
198072,13280,9.13
198073,13280,8.42
198074,13280,7.46
198075,13280,8.25
198076,13280,6.77
198077,13280,7.04
198078,13280,0.51
198079,13280,6.41
198080,13281,1.75
198081,13281,2.94
198082,13281,9.59
198083,13281,9.6
198084,13281,1.56
198085,13281,0.01
198086,13281,1.47
198087,13281,4.46
198088,13281,4.65
198089,13281,1.18
198090,13281,9.46
198091,13281,3.24
198092,13281,3.48
198093,13281,0.75
198094,13281,6.21
198095,13281,9.56
198096,13281,1.71
198097,13281,0.58
198098,13281,3.0
198099,13281,3.26
198100,13281,7.77
198101,13281,8.02
198102,13281,3.75
198103,13281,0.48
198104,13281,4.83
198105,13281,5.12
198106,13281,2.25
198107,13281,1.3
198108,13281,2.07
198109,13281,4.6
198110,13282,5.98
198111,13282,8.12
198112,13282,7.58
198113,13282,7.36
198114,13282,5.84
198115,13282,3.95
198116,13282,8.17
198117,13282,7.67
198118,13282,2.76
198119,13282,8.08
198120,13282,8.04
198121,13282,1.54
198122,13282,3.75
198123,13282,4.07
198124,13282,0.49
198125,13282,2.24
198126,13282,6.57
198127,13282,9.33
198128,13282,4.89
198129,13282,0.39
198130,13282,8.8
198131,13282,1.0
198132,13282,7.66
198133,13282,4.25
198134,13282,9.3
198135,13282,7.71
198136,13282,9.26
198137,13282,4.59
198138,13282,8.41
198139,13282,6.59
198140,13283,6.03
198141,13283,4.91
198142,13283,5.82
198143,13283,0.75
198144,13283,2.1
198145,13283,0.82
198146,13283,2.16
198147,13283,0.85
198148,13283,2.83
198149,13283,4.33
198150,13283,7.63
198151,13283,9.81
198152,13283,6.6
198153,13283,9.62
198154,13283,6.34
198155,13283,2.87
198156,13283,3.38
198157,13283,5.45
198158,13283,2.79
198159,13283,0.98
198160,13283,4.42
198161,13283,3.26
198162,13283,3.5
198163,13283,6.7
198164,13283,4.87
198165,13283,2.7
198166,13283,8.96
198167,13283,2.26
198168,13283,3.21
198169,13283,5.25
198170,13284,3.64
198171,13284,9.43
198172,13284,2.09
198173,13284,1.21
198174,13284,1.98
198175,13284,4.37
198176,13284,5.02
198177,13284,2.49
198178,13284,0.88
198179,13284,3.42
198180,13284,6.51
198181,13284,0.05
198182,13284,3.05
198183,13284,7.2
198184,13284,3.61
198185,13284,5.33
198186,13284,8.12
198187,13284,6.88
198188,13284,3.43
198189,13284,2.44
198190,13284,4.1
198191,13284,8.11
198192,13284,6.79
198193,13284,6.71
198194,13284,8.55
198195,13284,0.5
198196,13284,8.82
198197,13284,5.55
198198,13284,7.33
198199,13284,5.87
198200,13285,4.56
198201,13285,7.54
198202,13285,4.35
198203,13285,6.44
198204,13285,1.83
198205,13285,5.17
198206,13285,2.56
198207,13285,8.04
198208,13285,6.6
198209,13285,4.34
198210,13285,5.33
198211,13285,5.33
198212,13285,1.22
198213,13285,9.62
198214,13285,7.17
198215,13285,8.15
198216,13285,5.28
198217,13285,1.54
198218,13285,6.78
198219,13285,9.03
198220,13285,1.12
198221,13285,3.3
198222,13285,6.65
198223,13285,4.78
198224,13285,0.83
198225,13285,2.09
198226,13285,9.68
198227,13285,8.89
198228,13285,4.42
198229,13285,9.56
198230,13286,2.71
198231,13286,7.2
198232,13286,9.51
198233,13286,7.3
198234,13286,9.04
198235,13286,0.26
198236,13286,0.37
198237,13286,4.09
198238,13286,5.22
198239,13286,5.84
198240,13286,9.8
198241,13286,5.12
198242,13286,1.87
198243,13286,8.68
198244,13286,2.99
198245,13286,6.72
198246,13286,3.56
198247,13286,6.5
198248,13286,2.57
198249,13286,4.36
198250,13286,9.57
198251,13286,8.53
198252,13286,2.0
198253,13286,4.79
198254,13286,0.16
198255,13286,6.42
198256,13286,3.88
198257,13286,9.45
198258,13286,4.04
198259,13286,0.86
198260,13287,8.99
198261,13287,7.44
198262,13287,5.04
198263,13287,9.62
198264,13287,2.16
198265,13287,1.09
198266,13287,1.2
198267,13287,1.24
198268,13287,9.34
198269,13287,2.28
198270,13287,4.27
198271,13287,9.63
198272,13287,6.67
198273,13287,0.38
198274,13287,2.53
198275,13287,4.8
198276,13287,8.61
198277,13287,9.61
198278,13287,9.37
198279,13287,9.6
198280,13287,8.09
198281,13287,4.75
198282,13287,5.83
198283,13287,7.74
198284,13287,8.94
198285,13287,2.82
198286,13287,7.47
198287,13287,5.36
198288,13287,9.83
198289,13287,4.78
198290,13288,5.35
198291,13288,1.35
198292,13288,4.9
198293,13288,3.95
198294,13288,9.91
198295,13288,8.3
198296,13288,3.63
198297,13288,5.7
198298,13288,9.5
198299,13288,0.42
198300,13288,0.39
198301,13288,4.13
198302,13288,2.23
198303,13288,7.82
198304,13288,8.99
198305,13288,8.59
198306,13288,9.28
198307,13288,6.77
198308,13288,6.1
198309,13288,6.65
198310,13288,4.8
198311,13288,7.74
198312,13288,7.68
198313,13288,7.44
198314,13288,3.31
198315,13288,6.32
198316,13288,8.58
198317,13288,2.33
198318,13288,9.5
198319,13288,1.66
198320,13289,4.31
198321,13289,4.27
198322,13289,8.39
198323,13289,9.18
198324,13289,2.36
198325,13289,1.98
198326,13289,8.45
198327,13289,4.69
198328,13289,8.85
198329,13289,5.96
198330,13289,1.51
198331,13289,0.95
198332,13289,3.85
198333,13289,0.41
198334,13289,3.22
198335,13289,7.93
198336,13289,8.64
198337,13289,9.28
198338,13289,3.93
198339,13289,7.84
198340,13289,6.77
198341,13289,4.43
198342,13289,8.43
198343,13289,0.14
198344,13289,7.34
198345,13289,7.38
198346,13289,6.03
198347,13289,1.49
198348,13289,5.9
198349,13289,6.5
198350,13290,2.55
198351,13290,4.81
198352,13290,6.43
198353,13290,7.47
198354,13290,6.73
198355,13290,2.77
198356,13290,1.64
198357,13290,8.73
198358,13290,5.35
198359,13290,3.94
198360,13290,5.96
198361,13290,6.59
198362,13290,4.74
198363,13290,3.79
198364,13290,1.79
198365,13290,4.39
198366,13290,7.95
198367,13290,3.76
198368,13290,4.24
198369,13290,1.64
198370,13290,7.55
198371,13290,8.87
198372,13290,3.67
198373,13290,7.62
198374,13290,0.78
198375,13290,4.35
198376,13290,7.07
198377,13290,8.09
198378,13290,0.78
198379,13290,0.66
198380,13291,5.68
198381,13291,8.41
198382,13291,5.02
198383,13291,6.4
198384,13291,5.09
198385,13291,6.24
198386,13291,8.88
198387,13291,2.47
198388,13291,9.66
198389,13291,1.56
198390,13291,1.8
198391,13291,3.37
198392,13291,8.02
198393,13291,1.58
198394,13291,1.66
198395,13291,1.01
198396,13291,9.82
198397,13291,5.01
198398,13291,0.99
198399,13291,7.35
198400,13291,7.23
198401,13291,6.33
198402,13291,2.23
198403,13291,8.64
198404,13291,6.67
198405,13291,9.28
198406,13291,2.2
198407,13291,0.2
198408,13291,0.12
198409,13291,4.84
198410,13292,2.28
198411,13292,6.44
198412,13292,4.84
198413,13292,0.76
198414,13292,9.02
198415,13292,9.07
198416,13292,6.12
198417,13292,1.55
198418,13292,0.22
198419,13292,6.39
198420,13292,4.49
198421,13292,4.8
198422,13292,2.04
198423,13292,2.92
198424,13292,6.26
198425,13292,5.99
198426,13292,6.98
198427,13292,3.65
198428,13292,5.66
198429,13292,8.73
198430,13292,4.82
198431,13292,3.96
198432,13292,4.78
198433,13292,0.92
198434,13292,9.18
198435,13292,0.72
198436,13292,5.42
198437,13292,4.55
198438,13292,5.14
198439,13292,6.17
198440,13293,6.77
198441,13293,5.65
198442,13293,7.08
198443,13293,7.31
198444,13293,8.58
198445,13293,4.45
198446,13293,7.11
198447,13293,2.51
198448,13293,8.62
198449,13293,3.37
198450,13293,8.3
198451,13293,1.33
198452,13293,5.98
198453,13293,8.82
198454,13293,0.9
198455,13293,4.77
198456,13293,4.01
198457,13293,2.78
198458,13293,6.4
198459,13293,3.66
198460,13293,1.55
198461,13293,0.7
198462,13293,3.59
198463,13293,0.69
198464,13293,2.06
198465,13293,5.73
198466,13293,3.1
198467,13293,8.26
198468,13293,9.33
198469,13293,6.72
198470,13294,4.64
198471,13294,5.79
198472,13294,4.94
198473,13294,3.74
198474,13294,3.09
198475,13294,5.96
198476,13294,8.15
198477,13294,0.35
198478,13294,6.07
198479,13294,0.97
198480,13294,6.63
198481,13294,7.59
198482,13294,5.12
198483,13294,6.55
198484,13294,5.51
198485,13294,0.46
198486,13294,7.96
198487,13294,2.36
198488,13294,3.8
198489,13294,7.17
198490,13294,6.62
198491,13294,0.17
198492,13294,2.52
198493,13294,9.14
198494,13294,5.99
198495,13294,0.84
198496,13294,9.54
198497,13294,3.63
198498,13294,3.76
198499,13294,8.74
198500,13295,3.29
198501,13295,5.46
198502,13295,5.87
198503,13295,9.87
198504,13295,9.67
198505,13295,8.92
198506,13295,6.06
198507,13295,5.69
198508,13295,3.89
198509,13295,5.74
198510,13295,6.17
198511,13295,9.91
198512,13295,3.86
198513,13295,5.17
198514,13295,4.95
198515,13295,4.6
198516,13295,1.03
198517,13295,2.47
198518,13295,1.76
198519,13295,0.82
198520,13295,6.11
198521,13295,5.3
198522,13295,1.26
198523,13295,2.43
198524,13295,9.63
198525,13295,8.63
198526,13295,9.22
198527,13295,7.92
198528,13295,8.52
198529,13295,1.18
198530,13296,1.61
198531,13296,0.33
198532,13296,7.43
198533,13296,8.36
198534,13296,1.15
198535,13296,9.61
198536,13296,5.31
198537,13296,8.67
198538,13296,4.74
198539,13296,1.94
198540,13296,2.42
198541,13296,2.05
198542,13296,3.7
198543,13296,7.5
198544,13296,0.3
198545,13296,6.77
198546,13296,9.12
198547,13296,0.01
198548,13296,5.94
198549,13296,8.39
198550,13296,3.03
198551,13296,4.09
198552,13296,1.8
198553,13296,3.77
198554,13296,4.21
198555,13296,8.97
198556,13296,6.12
198557,13296,1.98
198558,13296,7.88
198559,13296,5.18
198560,13297,5.59
198561,13297,3.26
198562,13297,4.9
198563,13297,4.88
198564,13297,1.89
198565,13297,8.52
198566,13297,5.98
198567,13297,1.84
198568,13297,9.39
198569,13297,7.08
198570,13297,9.39
198571,13297,4.05
198572,13297,3.62
198573,13297,9.1
198574,13297,7.47
198575,13297,9.53
198576,13297,1.85
198577,13297,0.36
198578,13297,1.92
198579,13297,8.84
198580,13297,2.21
198581,13297,4.1
198582,13297,7.76
198583,13297,9.61
198584,13297,5.83
198585,13297,0.71
198586,13297,3.55
198587,13297,5.06
198588,13297,3.41
198589,13297,4.08
198590,13298,6.02
198591,13298,3.72
198592,13298,4.87
198593,13298,6.14
198594,13298,6.15
198595,13298,6.64
198596,13298,4.4
198597,13298,1.21
198598,13298,4.98
198599,13298,6.99
198600,13298,6.54
198601,13298,6.44
198602,13298,7.23
198603,13298,9.25
198604,13298,9.27
198605,13298,1.72
198606,13298,2.95
198607,13298,2.92
198608,13298,5.66
198609,13298,4.71
198610,13298,7.07
198611,13298,5.91
198612,13298,6.83
198613,13298,4.4
198614,13298,8.24
198615,13298,4.36
198616,13298,0.97
198617,13298,3.45
198618,13298,6.81
198619,13298,6.64
198620,13299,9.97
198621,13299,9.04
198622,13299,5.46
198623,13299,5.46
198624,13299,8.49
198625,13299,0.75
198626,13299,7.44
198627,13299,5.23
198628,13299,2.43
198629,13299,6.33
198630,13299,1.53
198631,13299,1.09
198632,13299,4.48
198633,13299,7.22
198634,13299,1.73
198635,13299,3.32
198636,13299,6.34
198637,13299,5.55
198638,13299,5.69
198639,13299,8.97
198640,13299,5.19
198641,13299,8.73
198642,13299,9.87
198643,13299,3.37
198644,13299,3.66
198645,13299,3.77
198646,13299,1.23
198647,13299,0.32
198648,13299,9.07
198649,13299,4.51
198650,13300,1.4
198651,13300,4.86
198652,13300,0.55
198653,13300,4.53
198654,13300,1.22
198655,13300,6.09
198656,13300,8.21
198657,13300,3.21
198658,13300,5.72
198659,13300,4.82
198660,13300,0.63
198661,13300,5.3
198662,13300,5.75
198663,13300,8.79
198664,13300,3.12
198665,13300,4.49
198666,13300,3.47
198667,13300,4.12
198668,13300,0.26
198669,13300,2.58
198670,13300,8.55
198671,13300,0.65
198672,13300,6.85
198673,13300,9.35
198674,13300,3.68
198675,13300,3.7
198676,13300,4.7
198677,13300,3.3
198678,13300,9.67
198679,13300,0.92
198680,13301,9.06
198681,13301,2.13
198682,13301,0.94
198683,13301,9.36
198684,13301,7.87
198685,13301,3.77
198686,13301,1.06
198687,13301,1.46
198688,13301,9.72
198689,13301,3.11
198690,13301,9.83
198691,13301,1.36
198692,13301,5.03
198693,13301,2.29
198694,13301,5.36
198695,13301,6.96
198696,13301,3.94
198697,13301,1.29
198698,13301,7.74
198699,13301,6.12
198700,13301,3.06
198701,13301,3.67
198702,13301,3.2
198703,13301,2.78
198704,13301,0.15
198705,13301,9.67
198706,13301,0.67
198707,13301,7.72
198708,13301,8.15
198709,13301,1.94
198710,13302,4.17
198711,13302,8.15
198712,13302,0.7
198713,13302,8.58
198714,13302,1.03
198715,13302,5.25
198716,13302,7.33
198717,13302,1.72
198718,13302,0.47
198719,13302,2.93
198720,13302,8.97
198721,13302,8.83
198722,13302,6.74
198723,13302,2.06
198724,13302,2.19
198725,13302,6.27
198726,13302,0.35
198727,13302,0.81
198728,13302,3.66
198729,13302,9.37
198730,13302,6.28
198731,13302,0.97
198732,13302,5.1
198733,13302,8.14
198734,13302,8.11
198735,13302,4.32
198736,13302,8.32
198737,13302,5.63
198738,13302,7.06
198739,13302,7.62
198740,13303,9.19
198741,13303,5.76
198742,13303,6.62
198743,13303,2.15
198744,13303,2.38
198745,13303,7.27
198746,13303,7.59
198747,13303,8.85
198748,13303,4.92
198749,13303,7.52
198750,13303,4.07
198751,13303,2.63
198752,13303,9.94
198753,13303,5.76
198754,13303,2.34
198755,13303,6.94
198756,13303,2.78
198757,13303,6.29
198758,13303,8.55
198759,13303,9.32
198760,13303,6.79
198761,13303,3.7
198762,13303,1.46
198763,13303,8.65
198764,13303,4.29
198765,13303,7.34
198766,13303,5.62
198767,13303,8.62
198768,13303,0.67
198769,13303,9.82
198770,13304,0.51
198771,13304,5.92
198772,13304,6.74
198773,13304,7.55
198774,13304,4.08
198775,13304,4.54
198776,13304,1.89
198777,13304,4.5
198778,13304,5.53
198779,13304,1.6
198780,13304,2.84
198781,13304,9.49
198782,13304,5.77
198783,13304,5.4
198784,13304,2.2
198785,13304,3.1
198786,13304,7.29
198787,13304,6.25
198788,13304,7.92
198789,13304,6.89
198790,13304,9.03
198791,13304,4.6
198792,13304,8.99
198793,13304,0.15
198794,13304,9.76
198795,13304,9.96
198796,13304,6.28
198797,13304,9.73
198798,13304,5.9
198799,13304,8.63
198800,13305,4.14
198801,13305,3.65
198802,13305,1.39
198803,13305,0.55
198804,13305,1.21
198805,13305,5.17
198806,13305,3.7
198807,13305,2.01
198808,13305,9.92
198809,13305,2.47
198810,13305,6.03
198811,13305,2.99
198812,13305,2.81
198813,13305,9.68
198814,13305,2.54
198815,13305,4.54
198816,13305,1.33
198817,13305,5.87
198818,13305,0.79
198819,13305,9.79
198820,13305,3.54
198821,13305,6.39
198822,13305,8.47
198823,13305,5.48
198824,13305,0.08
198825,13305,5.6
198826,13305,0.92
198827,13305,6.92
198828,13305,1.46
198829,13305,0.37
198830,13306,0.89
198831,13306,6.6
198832,13306,0.82
198833,13306,0.06
198834,13306,5.39
198835,13306,1.06
198836,13306,9.17
198837,13306,0.41
198838,13306,6.68
198839,13306,2.36
198840,13306,9.96
198841,13306,6.89
198842,13306,9.79
198843,13306,9.8
198844,13306,6.71
198845,13306,7.37
198846,13306,7.89
198847,13306,9.77
198848,13306,1.33
198849,13306,0.45
198850,13306,6.3
198851,13306,3.64
198852,13306,7.68
198853,13306,2.67
198854,13306,7.13
198855,13306,9.4
198856,13306,6.91
198857,13306,9.15
198858,13306,9.75
198859,13306,1.01
198860,13307,4.04
198861,13307,9.05
198862,13307,5.92
198863,13307,8.22
198864,13307,0.33
198865,13307,5.02
198866,13307,5.61
198867,13307,8.61
198868,13307,1.43
198869,13307,5.96
198870,13307,7.42
198871,13307,1.14
198872,13307,5.53
198873,13307,8.98
198874,13307,8.03
198875,13307,5.74
198876,13307,5.22
198877,13307,0.83
198878,13307,4.37
198879,13307,5.77
198880,13307,4.32
198881,13307,3.46
198882,13307,7.39
198883,13307,6.36
198884,13307,5.99
198885,13307,5.65
198886,13307,0.43
198887,13307,6.21
198888,13307,6.34
198889,13307,6.7
198890,13308,9.16
198891,13308,0.23
198892,13308,7.82
198893,13308,1.38
198894,13308,7.77
198895,13308,3.36
198896,13308,1.62
198897,13308,1.33
198898,13308,9.07
198899,13308,1.63
198900,13308,4.99
198901,13308,4.49
198902,13308,5.56
198903,13308,5.89
198904,13308,4.46
198905,13308,4.93
198906,13308,7.62
198907,13308,8.25
198908,13308,7.69
198909,13308,3.45
198910,13308,0.47
198911,13308,1.65
198912,13308,2.38
198913,13308,7.97
198914,13308,5.22
198915,13308,9.96
198916,13308,2.12
198917,13308,6.91
198918,13308,0.95
198919,13308,0.38
198920,13309,1.71
198921,13309,1.21
198922,13309,9.56
198923,13309,2.25
198924,13309,6.17
198925,13309,7.57
198926,13309,4.29
198927,13309,2.79
198928,13309,9.52
198929,13309,2.97
198930,13309,1.91
198931,13309,1.12
198932,13309,0.55
198933,13309,8.54
198934,13309,3.31
198935,13309,7.3
198936,13309,2.97
198937,13309,3.74
198938,13309,3.31
198939,13309,3.3
198940,13309,9.98
198941,13309,5.95
198942,13309,1.92
198943,13309,8.65
198944,13309,2.21
198945,13309,0.13
198946,13309,6.34
198947,13309,6.84
198948,13309,3.67
198949,13309,5.46
198950,13310,5.19
198951,13310,0.9
198952,13310,7.18
198953,13310,5.57
198954,13310,2.16
198955,13310,2.1
198956,13310,8.64
198957,13310,9.76
198958,13310,5.75
198959,13310,9.91
198960,13310,1.93
198961,13310,0.54
198962,13310,3.94
198963,13310,0.85
198964,13310,6.34
198965,13310,5.96
198966,13310,5.01
198967,13310,3.88
198968,13310,5.19
198969,13310,6.85
198970,13310,0.79
198971,13310,2.61
198972,13310,6.7
198973,13310,0.43
198974,13310,7.78
198975,13310,8.87
198976,13310,8.97
198977,13310,3.88
198978,13310,1.67
198979,13310,3.89
198980,13311,3.41
198981,13311,9.33
198982,13311,3.76
198983,13311,8.51
198984,13311,3.71
198985,13311,5.94
198986,13311,4.2
198987,13311,7.19
198988,13311,1.37
198989,13311,1.39
198990,13311,8.86
198991,13311,9.14
198992,13311,1.35
198993,13311,0.4
198994,13311,4.48
198995,13311,6.57
198996,13311,2.52
198997,13311,4.63
198998,13311,3.41
198999,13311,7.39
199000,13311,9.18
199001,13311,8.87
199002,13311,9.87
199003,13311,5.66
199004,13311,7.38
199005,13311,2.12
199006,13311,3.32
199007,13311,2.76
199008,13311,5.84
199009,13311,7.4
199010,13312,2.56
199011,13312,4.84
199012,13312,1.34
199013,13312,1.06
199014,13312,0.2
199015,13312,8.93
199016,13312,2.18
199017,13312,6.13
199018,13312,6.39
199019,13312,8.1
199020,13312,3.58
199021,13312,7.01
199022,13312,7.81
199023,13312,2.34
199024,13312,6.91
199025,13312,3.04
199026,13312,7.97
199027,13312,2.15
199028,13312,8.84
199029,13312,4.03
199030,13312,8.95
199031,13312,2.51
199032,13312,8.57
199033,13312,3.82
199034,13312,2.2
199035,13312,3.17
199036,13312,7.02
199037,13312,6.31
199038,13312,6.88
199039,13312,3.02
199040,13313,4.21
199041,13313,6.25
199042,13313,4.77
199043,13313,6.51
199044,13313,2.77
199045,13313,1.98
199046,13313,4.14
199047,13313,7.22
199048,13313,8.59
199049,13313,1.83
199050,13313,2.35
199051,13313,5.0
199052,13313,6.23
199053,13313,0.93
199054,13313,0.71
199055,13313,3.9
199056,13313,2.16
199057,13313,1.92
199058,13313,4.33
199059,13313,8.18
199060,13313,6.03
199061,13313,5.11
199062,13313,0.16
199063,13313,2.71
199064,13313,0.03
199065,13313,2.95
199066,13313,1.91
199067,13313,2.09
199068,13313,6.99
199069,13313,2.97
199070,13314,8.1
199071,13314,0.57
199072,13314,9.53
199073,13314,3.93
199074,13314,9.39
199075,13314,3.61
199076,13314,9.41
199077,13314,8.37
199078,13314,5.67
199079,13314,9.29
199080,13314,5.58
199081,13314,3.45
199082,13314,6.79
199083,13314,6.6
199084,13314,3.26
199085,13314,0.38
199086,13314,4.23
199087,13314,6.45
199088,13314,9.05
199089,13314,7.56
199090,13314,2.94
199091,13314,5.54
199092,13314,0.44
199093,13314,7.44
199094,13314,0.35
199095,13314,9.87
199096,13314,0.06
199097,13314,5.87
199098,13314,2.52
199099,13314,8.97
199100,13315,9.45
199101,13315,9.17
199102,13315,4.78
199103,13315,1.17
199104,13315,9.92
199105,13315,1.71
199106,13315,8.31
199107,13315,1.29
199108,13315,5.08
199109,13315,7.72
199110,13315,0.37
199111,13315,5.26
199112,13315,6.17
199113,13315,4.71
199114,13315,9.13
199115,13315,8.04
199116,13315,4.93
199117,13315,5.79
199118,13315,5.96
199119,13315,8.9
199120,13315,5.5
199121,13315,3.17
199122,13315,0.07
199123,13315,0.4
199124,13315,5.35
199125,13315,7.61
199126,13315,3.48
199127,13315,3.17
199128,13315,9.43
199129,13315,9.03
199130,13316,3.53
199131,13316,3.08
199132,13316,8.86
199133,13316,4.69
199134,13316,1.36
199135,13316,4.4
199136,13316,9.98
199137,13316,3.68
199138,13316,9.96
199139,13316,6.35
199140,13316,0.33
199141,13316,6.94
199142,13316,8.75
199143,13316,7.45
199144,13316,5.28
199145,13316,8.11
199146,13316,5.21
199147,13316,7.17
199148,13316,4.41
199149,13316,8.16
199150,13316,4.05
199151,13316,2.65
199152,13316,2.57
199153,13316,3.16
199154,13316,7.05
199155,13316,0.91
199156,13316,3.68
199157,13316,3.88
199158,13316,1.54
199159,13316,7.34
199160,13317,5.1
199161,13317,5.21
199162,13317,0.75
199163,13317,2.62
199164,13317,2.07
199165,13317,5.21
199166,13317,2.15
199167,13317,6.24
199168,13317,9.02
199169,13317,6.69
199170,13317,0.63
199171,13317,8.81
199172,13317,7.8
199173,13317,0.63
199174,13317,9.14
199175,13317,9.39
199176,13317,8.34
199177,13317,3.58
199178,13317,5.26
199179,13317,6.1
199180,13317,4.4
199181,13317,5.22
199182,13317,7.63
199183,13317,5.02
199184,13317,9.51
199185,13317,3.88
199186,13317,5.18
199187,13317,2.12
199188,13317,5.86
199189,13317,6.84
199190,13318,1.1
199191,13318,4.79
199192,13318,6.05
199193,13318,2.83
199194,13318,4.88
199195,13318,0.68
199196,13318,4.53
199197,13318,4.97
199198,13318,4.11
199199,13318,9.8
199200,13318,2.98
199201,13318,6.45
199202,13318,7.96
199203,13318,8.42
199204,13318,2.18
199205,13318,0.02
199206,13318,1.91
199207,13318,1.15
199208,13318,0.93
199209,13318,0.1
199210,13318,7.72
199211,13318,0.6
199212,13318,4.55
199213,13318,2.88
199214,13318,8.84
199215,13318,9.33
199216,13318,0.77
199217,13318,6.73
199218,13318,3.04
199219,13318,9.26
199220,13319,7.0
199221,13319,6.53
199222,13319,6.17
199223,13319,5.8
199224,13319,3.13
199225,13319,5.12
199226,13319,6.63
199227,13319,1.2
199228,13319,4.56
199229,13319,6.39
199230,13319,5.52
199231,13319,6.71
199232,13319,9.19
199233,13319,4.61
199234,13319,5.73
199235,13319,7.72
199236,13319,2.5
199237,13319,7.52
199238,13319,0.77
199239,13319,2.03
199240,13319,2.37
199241,13319,2.73
199242,13319,8.54
199243,13319,8.03
199244,13319,7.12
199245,13319,3.52
199246,13319,2.86
199247,13319,3.52
199248,13319,3.28
199249,13319,6.94
199250,13320,6.22
199251,13320,4.06
199252,13320,1.99
199253,13320,4.09
199254,13320,4.4
199255,13320,6.87
199256,13320,8.48
199257,13320,0.67
199258,13320,1.19
199259,13320,3.05
199260,13320,6.91
199261,13320,2.93
199262,13320,7.88
199263,13320,8.3
199264,13320,5.22
199265,13320,5.19
199266,13320,3.09
199267,13320,2.17
199268,13320,1.53
199269,13320,1.34
199270,13320,6.42
199271,13320,4.72
199272,13320,6.7
199273,13320,3.9
199274,13320,1.36
199275,13320,4.81
199276,13320,1.73
199277,13320,5.79
199278,13320,4.96
199279,13320,9.12
199280,13321,9.61
199281,13321,3.21
199282,13321,5.97
199283,13321,3.8
199284,13321,9.74
